,公司名稱,公司類別描述,職缺名稱,職務性質,職務內容,更新日期,職缺連結,公司地址,地區,經歷,學歷
148,香港商亞思博數位媒體股份有限公司台灣分公司,網際網路相關業,【擴編徵才】爬蟲開發工程師,1,"悉 Python程式語言
2. 熟悉網路爬蟲相關技能 (Selenium, Beautiful Soup)
3. 熟悉基本html tag, JavaScript
",3/17,https://www.104.com.tw/job/6gata?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,台北市中山區復興北路 420 號 14F,台北市中山區,2年以上,大學
149,義隆電子股份有限公司,半導體製造業,《AG-02》演算法工程師,1,"度學習(需求至少兩項)。
程式語言需求：C語言。
分析數據需求：Python、Matlab或其他自行熟悉的工具。
",3/24,https://www.104.com.tw/job/6yxo6?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,新竹縣寶山鄉創新一路12號(300),新竹縣寶山鄉,經歷不拘,碩士
150,康信創意科技有限公司,消費性電子產品製造業,軟體工程師,1,"工作內容
1.負責振動分析軟體之使用者介面開發
2.確保軟體系統能與本公司產品配合，以符合設計規格。
3.熟悉C#, Python, 大數據分析
4.對振動分析有興趣者佳
",3/23,https://www.104.com.tw/job/730g0?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,台北市內湖區瑞光路335號6樓之2,台北市內湖區,經歷不拘,碩士
151,資通電腦股份有限公司,電腦軟體服務業,系統開發程式設計師(R4),1,"開發與維護『金融演算法系統後端平台』
-Python程式開發與除錯
-部署金融演算法到Linux Server
-資料庫表格設計
-Linux Server架設
",3/23,https://www.104.com.tw/job/6vhj8?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,台北市中山區中山北路二段111號3樓,台北市中山區,經歷不拘,專科
152,帆宣系統科技股份有限公司,半導體製造業,軟體工程師-新竹(M6-4582),1,"1.巨量資料系統分析開發
2.客製化網路平台開發
3.具系統分析與系統設計能力
4.具備C# python R相關系統開發經驗尤佳",3/23,https://www.104.com.tw/job/6qfxb?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,新竹市公道五路二段83號6樓之3,新竹市,經歷不拘,大學
153,Gogoro Taiwan Limited_睿能創意股份有限公司,機車及其零件製造業,Gogoro Network_Network Data Analyst,1, engineering related experience (python) so that you can support common data process and help extract key features that solve,3/18,https://www.104.com.tw/job/76oaa?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,台北市松山區,台北市松山區,3年以上,大學
154,四零四科技股份有限公司,電腦系統整合服務業,軟體自動化測試工程師(20007Q),1,"對應的自動化測試程式，開發語言是以 python 和 C/C++ 為主，希望透過 python 豐富的測試資源庫來提升開發的效率。

無論你是有經驗的或是想要嘗試朝自動化領域發展，都是我們想要尋找的夥伴。我們會提供相關的訓練，透過做中學的方式確保你",3/19,https://www.104.com.tw/job/736yx?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,新北市新莊區新北大道四段3號13樓,新北市新莊區,經歷不拘,大學
155,遠東集團HAPPY GO_鼎鼎聯合行銷股份有限公司,廣告行銷公關業,數據工程師 Data Engineer,1,"Happy Go擁有超過900萬實名卡友，透過在全台數萬個實體與虛擬通路中的活動，交織出龐大的行為數據。
利用這些大數據進行分析、應用，進而驅動決策，為卡友帶來更多快樂的體驗，是Happy Go一路以來在數據上的發展方向。
歡迎對於大數據處理、分析、應用有熱忱，想利用數據來打造職涯藍圖的人才加入我們!

1.協助DW (資料倉儲)、ETL的開發及管理
2.與業務團隊溝通合作，利用BI、Campaign工具協助驅動行銷與決策。
3.規劃、設計、應用各雲端平台的Cloud Service，打造數據應用環境。",3/15,https://www.104.com.tw/job/75mfu?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,新北市板橋區板橋大遠百旁Mega百揚大樓,新北市板橋區,經歷不拘,大學
156,雲馥數位股份有限公司,網際網路相關業,Data Scientist Engineer,1," languages to derive meaningful data insights (e.g., Python, R, Spark, TensorFlow, Jupyter, etc.)




",3/24,https://www.104.com.tw/job/77g00?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,新北市三重區重新路四段12號11樓,新北市三重區,3年以上,碩士
157,好物有限公司,網際網路相關業,程式設計師,1,"1.電子商務網站/電子發票平台開發、維護
2.金物流系統串接
3.簡易網站套版開發
4.App伺服器端服務開發
5.API串接
6.熟python, django佳
7.完成主管交付任務",3/22,https://www.104.com.tw/job/4fa2t?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,新北市板橋區大同街2號11F,新北市板橋區,1年以上,高中
158,廣達電腦股份有限公司,電腦及其週邊設備製造業,人工智慧自動化測試工程師 - J1892,1,"１.整理測試結果與撰寫測試報告
２.網頁測試、壓力測試、效能測試
３.具備解決問題的能力，及良好團隊合作與溝通能力
 4.工作待遇：面議，將依學經歷進行敘薪、職稱核算 ",1/26,https://www.104.com.tw/job/6wtc5?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,桃園市龜山區文化二路211號,桃園市龜山區,2年以上,大學
159,晶元光電股份有限公司(晶電),光電產業,系統開發工程師(竹科),1,"1.生產數據預測、分析Model設計
2.投入與產出模擬Model設計、訂單與產出模擬Model設計
3.專案需求訪談、開發設計、系統分析並製作系統需求規格書文件
",3/19,https://www.104.com.tw/job/66fll?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=8&mode=s&jobsource=jolist_b_relevance,新竹市力行路21號,新竹市,1年以上,大學
160,台灣利優資訊科技有限公司,人力派遣服務,System Performance + Stress Test,1," Accelerometer, Gyro meter, Ambient Light Sensor, etc
6.Programming Experience in Python",3/22,https://www.104.com.tw/job/77nte?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市大安區,台北市大安區,3年以上,專科
161,中華資安國際股份有限公司,電腦軟體服務業,資安系統開發工程師,1,"此職務的工作內容：
1. 參與資安服務資訊系統開發及維運
2. 機器學習相關技術實作與應用
3. 主要接觸技術：Java Spring Framework、Python、Vue.js、ML、ELK、PostgreSQL",3/23,https://www.104.com.tw/job/71scf?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市大安區愛國東路 31 號通信大樓 11 樓,台北市大安區,經歷不拘,大學
162,財團法人人工智慧科技基金會,其他組織,AI Engineer / 人工智慧工程師,1,"1、執行人工智慧相關專案
2、參與製作企業課程教材與技術分享
3、需配合出差，擔任企業課程講師或洽談專案",3/17,https://www.104.com.tw/job/62ro1?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市大安區新生南路一段93號6樓,台北市大安區,經歷不拘,大學
163,緯創資通股份有限公司,電腦及其週邊設備製造業,軟體測試工程師_汐止_00000,1,"1. 測試計畫與測試項目的安排規劃與撰寫
2. 對於NB軟體進行整合測試/功能測試 
3. 相關產品測試環境建置 
4. 問題追蹤處理，測試報告撰寫
5. 與相關合作單位溝通及協調
6. 其他交辦事項",3/16,https://www.104.com.tw/job/6op1d?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,新北市汐止區新台五路一段88號21樓/人力資源部,新北市汐止區,經歷不拘,大學
164,QNAP_威聯通科技股份有限公司,電腦軟體服務業,33130-後端軟體工程師(台北),1,"工作內容：
1. 軟體開發、測試
2. 效能分析、調校
3. 客戶技術支援
4. 技術研究

技能條件：
1. 熟悉後端開發技術(C, shell scripts, python, redis...)
2. 具RESTful API和後端系統軟體",3/23,https://www.104.com.tw/job/774ii?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市大安區新生南路1段111號,台北市大安區,經歷不拘,大學
165,財團法人人工智慧科技基金會,其他組織,AI Engineer / 人工智慧工程師（台中辦公室）,1,"1、執行人工智慧相關專案
2、參與製作企業課程教材與技術分享
3、需配合出差，擔任企業課程講師或洽談專案",3/17,https://www.104.com.tw/job/74eb1?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台中市西屯區文華路100號,台中市西屯區,經歷不拘,大學
166,和碩集團_和碩聯合科技股份有限公司,電腦及其週邊設備製造業,軟體開發工程師_9912,1,從事自動化程式開發，需在Windows OS或Linux OS平台上撰寫應用測試程式，需使用C/C++/Python/BATCH script等程式語言,3/12,https://www.104.com.tw/job/7778x?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市北投區立功街96號,台北市北投區,經歷不拘,大學
167,友通資訊股份有限公司,電腦及其週邊設備製造業,(總部)S8600-Marketing Intern,1," Python / Javascirpt
•	具電腦零組件組裝知識
•	Linkedin 廣告操作經驗
",3/23,https://www.104.com.tw/job/77gdv?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,新北市汐止區新台五路一段97號10樓,新北市汐止區,經歷不拘,大學
168,長佳智能股份有限公司,其它軟體及網路相關業,軟體品保工程師(Software QA Engineer),1,"工作與學習並重是我們對工程師的期望,
希望您除了做""好""交付的工作之外,
學習成長也是很重要的一部份,所以我們希望您

1.依照產品規格建立測試計劃
2.學習並建立自動化測試環境及測試程式
3.測試報告撰寫、問題的重現及追踪
4.自我學習、主動提問
5.其它主管交辦事項

若您對自動化有滿滿的興趣,歡迎您一起來用程式幫你工作.",3/19,https://www.104.com.tw/job/6jklh?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台中市西區台灣大道二段573號8樓,台中市西區,2年以上,大學
169,緯創資通股份有限公司,電腦及其週邊設備製造業,【海外-越南專區】軟體測試工程師 _ 越南 _ 00000,1,"1. 測試計畫與測試項目的安排規劃與撰寫
2. 對於NB軟體進行整合測試/功能測試 
3. 相關產品測試環境建置 
4. 問題追蹤處理，測試報告撰寫
5. 與相關合作單位溝通及協調
6. 其他交辦事項

［安心出差/外派］公司訂有妥善照顧派外人員措施：
・派駐地完善之社會/醫療保險、合約簽屬高級別醫療院所
・派駐地高級住宿區或飯店及上下班接駁交通安排
・員工完整的關懷和照顧，含生活必要之協助
・機票、簽證安排",1/27,https://www.104.com.tw/job/750y3?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,越南河南省同文工業區,越南,經歷不拘,大學
170,Gogoro Taiwan Limited_睿能創意股份有限公司,機車及其零件製造業,Sr. Test Automation Engineer_Taipei,1,"The Product Assurance Team is looking for an expert automation tester who is good in java / python, selenium, Robot",3/17,https://www.104.com.tw/job/6ulwz?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市松山區長安東路二段225號,台北市松山區,經歷不拘,大學
171,未來軟體開發有限公司,電腦軟體服務業,薪優☆海外遊戲測試工程師（無經驗可培訓）,1,"1.具備遊戲測試經驗，並熟悉產品邏輯與遊戲規則。
2.分配組員撰寫測試腳本並透過Bug Tracker回報測試結果。
3.具備H5、APP、IOS測試經驗佳。
4.透過規格進行測試用例規畫，發現問題並提供問題重現流程。
5.追蹤問題並主動回報工作進度。
6.執行主管交辦事項。

此職務為長期海外工作，公司環境佳福利優渥，重視人才發展，
如果你有熱情、對自己有期許想在職涯上有快速且優質發展，這絕對是您最佳的機會，快來把握吧！！（地點：杜拜）",3/18,https://www.104.com.tw/job/75in0?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,東北亞,東北亞,1年以上,專科
172,緯創資通股份有限公司,電腦及其週邊設備製造業,Software Back-end Developer_汐止_T01588,1,"js, Python or .net core.
2. Build container-based services with state-of-the-art service platforms and/or tools (e.g.,",1/28,https://www.104.com.tw/job/74g1l?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,新北市汐止區新台五路一段88號21樓,新北市汐止區,3年以上,大學
173,蜂群電子商務股份有限公司,網際網路相關業,Data Scientist/資料科學家,1,"1.透過機器學習最佳化派送流程、運輸路徑、補給路線
2.資料探勘客戶族群、訂單進行統計及分析，開發資料視覺化圖表
3.建構數據分析環境，並運用Python分析
4.具有大數據資料解析、數據洞察能力及良好邏輯分析與程式開發能力
5.能與其他系統開發",3/19,https://www.104.com.tw/job/76eob?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市內湖區陽光街321巷10號,台北市內湖區,2年以上,大學
174,物聯智慧股份有限公司,電腦及其週邊設備製造業,Software engineer(Cloud Service)軟體工程師,1," nodejs, python, shell script, etc. 
3. Good concept on http, TCP/IP network protocols. 
4. Good at socket programming.",3/22,https://www.104.com.tw/job/6nq9m?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市南港區南港路一段364號9樓,台北市南港區,2年以上,大學
175,荷蘭商萊博智科技股份有限公司台灣分公司,電腦軟體服務業,Software QA Engineer /軟體品管,1,"In this role on the SQA team, you will need to think both technically and creatively to find undiscovered flaws and exploits in our product, and then collaborate effectively with teammates and developers to analyze and fix them.

Responsibilities: 
•	Writing test cases
•	Setting up test environments and executing tests (functional, performance, load, scalability, security)
•	Bug isolation and investigation
•	Regression testing
•	Writing automation script
•	Load & stress testing (JMeter, LoadRunner, isolating bottlenecks)",3/18,https://www.104.com.tw/job/74h23?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市信義區,台北市信義區,經歷不拘,專科
176,緯創集團_緯昌科技股份有限公司,電腦及其週邊設備製造業,後端軟體應用工程師(Cloud Application Engineer),1,"1.協助建置Azure雲端環境、並提供維運管理。
2.依據客戶需求，提供Azure服務解決方案。
3.後端服務: Django framework (Python) /Sprint Boot framework (Java)
",3/19,https://www.104.com.tw/job/6u9tr?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市南港區園區街3之1號(G棟)17樓,台北市南港區,3年以上,專科
177,Nogle Taiwan Limited_諾傑股份有限公司,電腦軟體服務業,Quant Trader,1,"About us:
Offering futures and spot trading as well as multiple fiat on- and off-ramps, BTSE is designed as a one-stop solution for traders at all levels to conveniently deposit, trade, convert, and withdraw crypto- and fiat currencies.

As a BTSE Quant, you will develop, test, implement, and evaluate the performance of algorithmic trading strategies.

Responsibilities:

1. Perform research on market dynamics.
2. Design and test trading strategies to generate positive returns from market inefficiencies.
3. Fully implement said trading strategies, from data feed to order execution.
4. Generate P&L reports and objectively assess the performance of implemented trading strategies.

",3/17,https://www.104.com.tw/job/76775?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市信義區松仁路105號7樓,台北市信義區,經歷不拘,大學
178,儀鼎儀器股份有限公司,精密儀器相關製造業,自動化設備軟體工程師,1,"1. 負責公司內部基礎儀器設備的操作維護及技術支援。

2. 使用描述語言設計及維護儀器操作系統。#python

3. 設計或改良產線流程，提昇設備運作效率。

",3/18,https://www.104.com.tw/job/77tbj?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,高雄市前鎮區新衙路286之9號8樓之1,高雄市前鎮區,經歷不拘,高中
179,酷遊天股份有限公司,旅遊服務業,QA測試工程師 (Growth Team),1,"KKday 的願景是讓每個人能夠隨心所欲地踏上旅程，足跡踏遍全世界。
即使疫情使跨國旅遊變得不可能，KKday 仍透過深化國內旅遊突破營收的上限，也成功獲得投資人的認可，於疫情最嚴重時募得 C 輪 7500 萬美金。

- Growth Team 負責許多協助公司成長相關方面的開發專案進行，進行的專案會根據業務需求碰觸到不同的平台和環境，除了平台產品的開發外，也有異業第三方串接相關的專案，會有較多的整合性測試需要進行。
- 在專案進行前期，與PM、設計師、工程師討論專案開發細節
- 根據專案規格需求制定測試計畫，編寫測試案例
- 進行整合性測試，其中包括後端和前端的相關上線測試，前端部分包括iOS/Android/PC/Mobile

我們希望你是這樣個性的人
- 做事情有耐心，不厭其煩
- 樂於學習新知
- 是 Team player ，且樂於溝通
- 願意親自把手弄髒
- 願意提供團隊你的想法，協助團隊成長

具備條件
- 兩年以上軟體產業測試工作經驗
- 具有執行整合性測試經驗
- 熟悉撰寫測試案例
- 熟悉 API 測試，且了解相關知識
",3/18,https://www.104.com.tw/job/75562?ro=0&kwop=7&keyword=Python&order=15&asc=0&page=9&mode=s&jobsource=jolist_a_relevance,台北市內湖區新湖一路128巷15號5樓,台北市內湖區,2年以上,專科
